complaint_id,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
17-0264,84300939,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0265,35378648,white,male,2400 24TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0265,35378648,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0266,47882806,latino,male,2200 22ND DISTRICT,Unprofessional Conduct,Sustained Finding,Guilty Finding
17-0266,76413614,white,male,6200 CENTRAL DETECTIVES,Lack of Service,Sustained Finding,Training/Counseling
17-0266,25831186,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Pending
17-0266,47882806,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0266,,,,,Departmental Violation,Sustained Finding,Not Applicable
17-0266,25831186,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0266,25831186,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0266,25831186,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0266,25831186,white,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0267,26539117,black,male,1800 18TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0267,64288141,black,male,1800 18TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0267,65740224,black,female,1800 18TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0267,64290544,black,male,1800 18TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0268,16920415,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0268,75123063,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0269,10009672,white,male,9807 SUMMER INITIATIVE,Physical Abuse,No Sustained Findings,Not Applicable
17-0269,10314714,latino,male,2200 22ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0269,10009672,white,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
17-0269,10314714,latino,male,2200 22ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0269,10009672,white,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0269,10314714,latino,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0269,21443178,black,male,9807 SUMMER INITIATIVE,Verbal Abuse,No Sustained Findings,Not Applicable
17-0269,21443178,black,male,9807 SUMMER INITIATIVE,Physical Abuse,No Sustained Findings,Not Applicable
17-0269,21443178,black,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
17-0270,71045934,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0270,42570402,latino,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0298,15620424,latino,male,2500 25TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0271,47886239,white,female,1200 12TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0271,53971635,asian,male,5300 HIGHWAY PATROL,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0271,49811593,black,male,1200 12TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0271,50050889,black,male,6500 SOUTHWEST DET,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0271,63937093,white,male,6500 SOUTHWEST DET,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0272,76591112,black,female,4921 RADIO ROOM 1,Drugs,No Sustained Findings,Not Applicable
17-0272,76591112,black,female,4921 RADIO ROOM 1,Domestic,No Sustained Findings,Not Applicable
17-0273,72956010,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0273,81329137,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0274,94590837,black,male,9821 SAFETY OFFICE,Departmental Violation,Sustained Finding,Guilty Finding
17-0274,94590837,black,male,9821 SAFETY OFFICE,Criminal Allegation,Sustained Finding,Guilty Finding
17-0275,92503606,white,male,1500 15TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0275,58419553,white,male,1500 15TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0276,,,,,Lack of Service,No Sustained Findings,Not Applicable
17-0277,44911004,white,male,4923 RADIO ROOM 3,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0277,44911004,white,male,4923 RADIO ROOM 3,Lack of Service,No Sustained Findings,Not Applicable
17-0277,24906617,white,male,5601 TOW SQUAD,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0277,24906617,white,male,5601 TOW SQUAD,Lack of Service,No Sustained Findings,Not Applicable
17-0278,91448747,white,male,2400 24TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0278,91448747,white,male,2400 24TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0279,,,,,Harassment,No Sustained Findings,Not Applicable
17-0280,97339479,black,female,1900 19TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0280,97339479,black,female,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0281,11451112,white,male,5900 EAST DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
17-0282,99690725,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0282,99690725,white,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0282,68204252,white,male,1700 17TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0282,68204252,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0283,11887475,black,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0284,76080934,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0284,76080934,black,male,1400 14TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0285,77448732,latino,female,4921 RADIO ROOM 1,Lack of Service,No Sustained Findings,Not Applicable
17-0285,75233613,other,female,4921 RADIO ROOM 1,Lack of Service,No Sustained Findings,Not Applicable
17-0285,82467939,latino,female,4921 RADIO ROOM 1,Lack of Service,No Sustained Findings,Not Applicable
17-0286,29364663,black,female,1600 16TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0287,88528444,white,male,4500 CENTER CITY DISTRIC,Physical Abuse,No Sustained Findings,Not Applicable
17-0288,77751714,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
17-0288,77751714,white,male,1900 19TH DISTRICT,Physical Abuse,Sustained Finding,No Guilty Findings
17-0288,87591688,white,male,1900 19TH DISTRICT,Departmental Violation,Sustained Finding,No Guilty Findings
17-0288,87591688,white,male,1900 19TH DISTRICT,Physical Abuse,Sustained Finding,No Guilty Findings
17-0289,87110177,black,female,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0290,39732152,white,male,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0291,11370603,white,male,0100 01ST DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0291,26945611,white,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0291,14770700,white,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0291,85010244,white,male,2200 22ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0292,53753969,white,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0292,13869134,latino,male,5300 HIGHWAY PATROL,Verbal Abuse,No Sustained Findings,Not Applicable
17-0293,51346418,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0293,51346418,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0293,51346418,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0293,51346418,black,male,3500 35TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0294,35134546,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0295,,,,,Physical Abuse,No Sustained Findings,Not Applicable
17-0295,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
17-0296,67509881,white,male,9821 SAFETY OFFICE,Physical Abuse,No Sustained Findings,Not Applicable
17-0296,67509881,white,male,9821 SAFETY OFFICE,Departmental Violation,No Sustained Findings,Not Applicable
17-0296,67509881,white,male,9821 SAFETY OFFICE,Domestic,No Sustained Findings,Not Applicable
17-0296,67509881,white,male,9821 SAFETY OFFICE,Departmental Violation,No Sustained Findings,Not Applicable
17-0297,46192628,black,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0297,53971635,asian,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0298,15620424,latino,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0299,95972711,white,male,0200 02ND DISTRICT,Lack of Service,Sustained Finding,Training/Counseling
17-0299,70230714,white,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0300,90889131,white,male,0200 02ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0301,19950754,black,male,4500 CENTER CITY DISTRIC,Criminal Allegation,Sustained Finding,Training/Counseling
17-0301,19950754,black,male,4500 CENTER CITY DISTRIC,Other Misconduct,No Sustained Findings,Not Applicable
17-0302,53211690,white,male,3900 39TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0303,59604360,black,female,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0303,59604360,black,female,1800 18TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0304,,,,,No C.A.P. Investigation,Not Applicable,Not Applicable
17-0305,10606881,black,male,9815 EXTERNAL SERVICES,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0306,42127000,white,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0306,88067018,black,female,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0306,96382638,black,male,1800 18TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0307,15620424,latino,male,2500 25TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0308,82689897,black,male,3500 35TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0308,82689897,black,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Guilty Finding
17-0309,,,,,Lack of Service,No Sustained Findings,Not Applicable
17-0309,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
17-0310,81022893,asian,male,0200 02ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0310,81022893,asian,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0311,60742990,white,male,0200 02ND DISTRICT,Investigation OnGoing,Pending,Pending
17-0312,80573827,white,male,1900 19TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0312,21336061,white,male,1900 19TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
17-0313,34517423,white,female,1500 15TH DISTRICT,Domestic,No Sustained Findings,Not Applicable
17-0314,45812570,black,male,1400 14TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
17-0314,23622762,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0314,73030855,white,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0314,87910463,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
17-0314,45812570,black,male,1400 14TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
17-0314,22020990,white,male,5300 HIGHWAY PATROL,Physical Abuse,No Sustained Findings,Not Applicable
17-0315,30922662,white,female,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
17-0316,56925927,latino,male,2600 26TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0316,56925927,latino,male,2600 26TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0316,81143571,black,male,5900 EAST DETECTIVES,Lack of Service,No Sustained Findings,Not Applicable
17-0316,67169134,white,female,2600 26TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0317,52205240,white,male,2400 24TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0318,77565118,black,female,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0319,51562883,white,male,1200 12TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
17-0319,51562883,white,male,1200 12TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
17-0320,65136834,white,male,2500 25TH DISTRICT,Lack of Service,Sustained Finding,Guilty Finding
17-0320,80495550,black,male,2500 25TH DISTRICT,Lack of Service,Sustained Finding,Guilty Finding
17-0320,65136834,white,male,2500 25TH DISTRICT,Disciplinary Code Violation,Sustained Finding,Guilty Finding
17-0320,80495550,black,male,2500 25TH DISTRICT,Disciplinary Code Violation,Sustained Finding,Guilty Finding
17-0321,96341268,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0322,43197824,black,female,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0322,29311792,black,male,1900 19TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0323,81426813,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0323,28491937,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0323,28491937,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0323,28491937,white,male,5300 HIGHWAY PATROL,Departmental Violation,Sustained Finding,Training/Counseling
17-0323,81426813,white,male,5300 HIGHWAY PATROL,Departmental Violation,No Sustained Findings,Not Applicable
17-0324,77173730,latino,male,1600 16TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0343,48479158,black,female,3900 39TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0324,71412088,latino,male,1600 16TH DISTRICT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
17-0325,71412088,latino,male,1600 16TH DISTRICT,Criminal Allegation,No Sustained Findings,Not Applicable
17-0325,71412088,latino,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0325,71412088,latino,male,1600 16TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0326,79955503,white,male,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0326,94504663,white,female,3900 39TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
18-0428,,,,,Verbal Abuse,No Sustained Findings,Not Applicable
17-0327,62526552,latino,female,6600 NORTHWEST DETECTIVE,Criminal Allegation,No Sustained Findings,Not Applicable
17-0328,81243821,white,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0328,43164178,white,male,0500 05TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0328,43164178,white,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0328,49193269,white,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0328,81243821,white,male,0500 05TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
17-0328,93928911,white,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0328,65899011,white,male,0500 05TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
17-0328,65899011,white,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
17-0328,93928911,white,male,0500 05TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
